"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,15.971,0.0,0.0333,0.0333,0.9333,0.93,0.07
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,14.148,0.0333,0.1333,0.1667,0.6667,0.8,0.2
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,15.594,0.0333,0.2333,0.0,0.7333,0.27,0.73
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,13.32,0.0,0.0,0.0,1.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,1.0,18.542,0.0333,0.0,0.0333,0.9333,0.97,0.03
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,1.0,15.328,0.0,0.1667,0.0,0.8333,0.83,0.17
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,1.0,13.012,0.0,0.0,0.2,0.8,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,1.0,13.496,0.0,0.0,0.0,1.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 0), (0, 1)], [(1, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,1.0,12.36,0.0,0.0,0.1,0.9,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,77.561,0.4333,0.5333,0.0333,0.0,0.47,0.53
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,30.48,0.0333,0.2333,0.0,0.7333,0.27,0.73
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,88.406,0.0,0.9667,0.0333,0.0,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,90.265,0.0333,0.8667,0.1,0.0,0.13,0.87
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.0,5,1,1.0,250,12,0.0,1.0,0.0,0.75,9.537,0.0667,0.1,0.0,0.8333,0.13,0.87
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.01,5,1,1.0,250,12,0.0,1.0,0.0,0.75,89.57,0.3333,0.6333,0.0333,0.0,0.27,0.73
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.01,5,1,1.0,250,12,0.0,1.0,0.0,0.75,89.188,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.01,5,1,1.0,250,12,0.0,1.0,0.0,0.75,87.521,0.5,0.5,0.0,0.0,0.5,0.5
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.01,5,1,1.0,250,12,0.0,1.0,0.0,0.75,88.973,0.0,0.9667,0.0333,0.0,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,250,1.0,0.01,0.01,0.01,5,1,1.0,250,12,0.0,1.0,0.0,0.75,12.043,0.0,0.0333,0.9667,0.0,0.97,0.03
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,79.697,0.1667,0.7667,0.0333,0.0333,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,90.465,0.0667,0.9,0.0,0.0333,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,34.036,0.0333,0.0,0.3667,0.6,0.4,0.6
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,37.311,0.0,0.9333,0.0,0.0667,0.07,0.93
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,79.646,0.1,0.8333,0.0667,0.0,0.17,0.83
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,89.126,0.1333,0.8,0.0333,0.0333,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,88.994,0.2667,0.7333,0.0,0.0,0.27,0.73
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,14.177,0.0,0.0333,0.1667,0.8,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,72.038,0.1,0.8667,0.0333,0.0,0.13,0.87
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,15,0.0,1.0,0.0,0.75,84.079,0.0667,0.9,0.0,0.0333,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,37.218,0.0667,0.8667,0.0667,0.0,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,44.157,0.0,0.0,0.0333,0.9667,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,26.133,0.0,0.0333,0.7667,0.2,0.77,0.23
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,55.327,0.0333,0.0,0.0333,0.9333,0.43,0.57
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,63.309,0.0,0.9667,0.0333,0.0,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,47.35,0.0,0.0,0.0667,0.9333,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,21.513,0.0333,0.8667,0.0,0.1,0.13,0.87
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,48.994,0.1667,0.2333,0.2333,0.3667,0.6,0.4
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,59.547,0.1333,0.8,0.0667,0.0,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.1,0.1,0.1,5,1,1.0,300,15,0.0,1.0,0.0,0.75,40.383,0.1,0.0,0.0,0.9,0.9,0.1
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,72.007,0.0,0.1,0.9,0.0,0.9,0.1
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,94.55,0.0,0.9667,0.0,0.0333,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,88.108,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,55.118,0.0,0.0,1.0,0.0,1.0,0.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,42.469,0.0,0.0,0.8333,0.1667,0.83,0.17
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,83.264,0.1,0.9,0.0,0.0,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,74.566,0.3,0.7,0.0,0.0,0.3,0.7
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,87.523,0.0,0.9667,0.0,0.0333,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,90.474,0.2,0.8,0.0,0.0,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,75.519,0.3667,0.5667,0.0,0.0667,0.57,0.43
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,20.102,0.1333,0.3333,0.1333,0.4,0.53,0.47
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,15.546,0.3333,0.6,0.0333,0.0333,0.43,0.57
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,89.429,0.0,0.9667,0.0,0.0333,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,79.844,0.0,0.1,0.0,0.9,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,18.632,0.0,0.1,0.0,0.9,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,7.918,0.0333,0.0,0.4,0.5667,0.43,0.57
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,94.135,0.3,0.7,0.0,0.0,0.3,0.7
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,90.357,0.1667,0.8,0.0,0.0333,0.2,0.8
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,30.336,0.0,0.0,0.0,1.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.001,0.001,0.001,5,1,1.0,300,15,0.0,1.0,0.0,0.75,8.975,0.0667,0.3333,0.0333,0.5667,0.33,0.67
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,89.686,0.1333,0.8333,0.0,0.0333,0.17,0.83
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,87.536,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,80.881,0.0333,0.0667,0.0333,0.8667,0.13,0.87
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,72.999,0.0,0.9333,0.0,0.0667,0.07,0.93
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,52.752,0.0,0.1667,0.1667,0.6667,0.3,0.7
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,88.662,0.2333,0.7667,0.0,0.0,0.23,0.77
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.51,0.1,0.9,0.0,0.0,0.1,0.9
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.551,0.0333,0.8333,0.0333,0.1,0.17,0.83
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,89.202,0.0,0.9333,0.0333,0.0333,0.07,0.93
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,73.937,0.1667,0.8,0.0,0.0333,0.8,0.2
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.12,0.0,0.9667,0.0,0.0333,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,86.96,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,89.727,0.0333,0.9333,0.0333,0.0,0.07,0.93
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.543,0.1667,0.8333,0.0,0.0,0.17,0.83
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,89.298,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,89.662,0.4667,0.3,0.0333,0.2,0.5,0.5
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.725,0.0333,0.9333,0.0333,0.0,0.07,0.93
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.586,0.0,1.0,0.0,0.0,0.0,1.0
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,90.081,0.0333,0.9667,0.0,0.0,0.03,0.97
"[[0, 0], [1, 1]]","[[(0, 1), (0, 0)], [(0, 1), (1, 1)]]",30,300,1.0,0.01,0.01,0.01,5,1,1.0,300,60,0.0,1.0,0.0,0.8,8.074,0.0,0.0,0.0333,0.9667,0.03,0.97
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.619,0.0,0.0,0.9667,0.0333,0.97,0.03
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.887,0.0,0.0333,0.9333,0.0333,0.93,0.07
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,90.522,0.0,0.9667,0.0333,0.0,0.03,0.97
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,80.949,0.0,0.0333,0.9667,0.0,0.97,0.03
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.75,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.764,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,58.479,0.0,0.0667,0.1333,0.8,0.87,0.13
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,77.717,0.0333,0.0,0.9667,0.0,0.97,0.03
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,80.063,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,81.406,0.0667,0.0333,0.0333,0.8667,0.13,0.87
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,90.934,0.0667,0.9,0.0,0.0333,0.1,0.9
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.322,0.0333,0.0333,0.9,0.0333,0.9,0.1
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,77.699,0.0333,0.0,0.9667,0.0,0.97,0.03
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,75.648,0.0,0.0,0.9333,0.0667,0.93,0.07
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,90.502,0.3667,0.5,0.0,0.1333,0.37,0.63
"[[1, 0], [1, 1]]","[[(1, 1), (0, 0)], [(0, 1), (1, 1)]]",30,1000,1.0,0.01,0.01,0.01,5,1,1.0,1000,200,0.0,1.0,0.0,0.8,90.689,0.0,0.9667,0.0,0.0333,0.03,0.97
